date,siteID,plotID,individualID,taxonID,scientificName,recordedBy
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04466,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02517,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05246,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-25,BART,BART_074,NEON.PLA.D01.BART.05224,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04992,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04501,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03100,FRAM2,Fraxinus americana L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-23,BART,BART_033,NEON.PLA.D01.BART.02310,TSCA,Tsuga canadensis (L.) Carrière,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04514,ACRU,Acer rubrum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03340,ACRU,Acer rubrum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-30,BART,BART_070,NEON.PLA.D01.BART.03856,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04095,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03086,ACRU,Acer rubrum L.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06183,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06097,ABIES,Abies sp.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04535,ACRU,Acer rubrum L.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05486,BEAL2,Betula alleghaniensis Britton,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04528,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03348,ACSAS,Acer saccharum Marshall var. saccharum,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05431,BEAL2,Betula alleghaniensis Britton,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-26,BART,BART_036,NEON.PLA.D01.BART.04586,ABIES,Abies sp.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05419,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03194,ACPE,Acer pensylvanicum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_071,NEON.PLA.D01.BART.03588,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-16,BART,BART_047,NEON.PLA.D01.BART.00106C,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05176,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03734,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.06122,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-23,BART,BART_070,NEON.PLA.D01.BART.03746,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05489,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03753,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05083,BEPAP,Betula papyrifera Marshall var. papyrifera,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03263,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_071,NEON.PLA.D01.BART.03388,FAGR,Fagus grandifolia Ehrh.,MRgCvwP2WueoGZahvpQXNZ+be1CYdCGm
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.06124,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.02854A,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04399,ABIES,Abies sp.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04047,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-07-23,BART,BART_033,NEON.PLA.D01.BART.02307,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05059,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03790,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02585,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.03874,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-06,BART,BART_042,NEON.PLA.D01.BART.03422,FAGR,Fagus grandifolia Ehrh.,NA
2015-08-06,BART,BART_042,NEON.PLA.D01.BART.03057,TSCA,Tsuga canadensis (L.) Carrière,NA
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04124,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05290,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.03591,ACRU,Acer rubrum L.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.04242,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04512,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-29,BART,BART_040,NEON.PLA.D01.BART.03799C,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05444,BEPAP,Betula papyrifera Marshall var. papyrifera,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03448,ACRU,Acer rubrum L.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04090,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-29,BART,BART_040,NEON.PLA.D01.BART.03763,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-29,BART,BART_040,NEON.PLA.D01.BART.03775,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03674,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06071,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05374,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05096,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05235,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03470,PICEA,Picea sp.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04493,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05365,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05193,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03769,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05443,ACRU,Acer rubrum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02518,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-05,BART,BART_071,NEON.PLA.D01.BART.04252,ACRU,Acer rubrum L.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04128,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03271,ACSAS,Acer saccharum Marshall var. saccharum,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04511,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-02,BART,BART_041,NEON.PLA.D01.BART.04524,FAGR,Fagus grandifolia Ehrh.,aJjM6Ib7Q/GDLb8JyiXIxXYT9Z/r85Ze
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02069,TSCA,Tsuga canadensis (L.) Carrière,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03252,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04092,TSCA,Tsuga canadensis (L.) Carrière,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-16,BART,BART_047,NEON.PLA.D01.BART.00133,ACRU,Acer rubrum L.,Z0Qmn5xE5wHnHMQ/ymOPLV5aTIs+pq7Z
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04117,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-24,BART,BART_072,NEON.PLA.D01.BART.05361,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-29,BART,BART_040,NEON.PLA.D01.BART.03799A,ACRU,Acer rubrum L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03931,BEAL2,Betula alleghaniensis Britton,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-24,BART,BART_044,NEON.PLA.D01.BART.05328,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04315,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05020,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.04119,BEAL2,Betula alleghaniensis Britton,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.03824,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02732,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-23,BART,BART_070,NEON.PLA.D01.BART.03616,BEAL2,Betula alleghaniensis Britton,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02724,TSCA,Tsuga canadensis (L.) Carrière,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02565,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05288,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02572,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.02827,FAGR,Fagus grandifolia Ehrh.,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-07-29,BART,BART_070,NEON.PLA.D01.BART.03623,TSCA,Tsuga canadensis (L.) Carrière,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.06102,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.04516,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04374,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_074,NEON.PLA.D01.BART.05143,TSCA,Tsuga canadensis (L.) Carrière,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-22,BART,BART_034,NEON.PLA.D01.BART.02733,TSCA,Tsuga canadensis (L.) Carrière,zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I
2015-08-12,BART,BART_075,NEON.PLA.D01.BART.03162,PICEA,Picea sp.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-09-03,BART,BART_047,NEON.PLA.D01.BART.06078,BEAL2,Betula alleghaniensis Britton,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-17,BART,BART_007,NEON.PLA.D01.BART.04417,PICEA,Picea sp.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-07-29,BART,BART_040,NEON.PLA.D01.BART.03794,QURU,Quercus rubra L.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03692,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-25,BART,BART_037,NEON.PLA.D01.BART.05231,FAGR,Fagus grandifolia Ehrh.,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
2015-09-03,BART,BART_033,NEON.PLA.D01.BART.06115,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-04,BART,BART_039,NEON.PLA.D01.BART.04172,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-28,BART,BART_073,NEON.PLA.D01.BART.03686,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-16,BART,BART_047,NEON.PLA.D01.BART.00121,ACRU,Acer rubrum L.,Z0Qmn5xE5wHnHMQ/ymOPLV5aTIs+pq7Z
2015-07-16,BART,BART_047,NEON.PLA.D01.BART.00115,ACRU,Acer rubrum L.,Z0Qmn5xE5wHnHMQ/ymOPLV5aTIs+pq7Z
2015-08-04,BART,BART_051,NEON.PLA.D01.BART.03714,TSCA,Tsuga canadensis (L.) Carrière,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04332,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-07-22,BART,BART_041,NEON.PLA.D01.BART.00307,BEAL2,Betula alleghaniensis Britton,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02555,FAGR,Fagus grandifolia Ehrh.,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.03206,PICEA,Picea sp.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-05,BART,BART_050,NEON.PLA.D01.BART.03094,ACRU,Acer rubrum L.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-07-21,BART,BART_047,NEON.PLA.D01.BART.02890,BEAL2,Betula alleghaniensis Britton,wmtulGhdefWiPr5g1VRF0YnRBawgSBx1
2015-08-05,BART,BART_032,NEON.PLA.D01.BART.03346,FAGR,Fagus grandifolia Ehrh.,6HzkzFDdLaNgPi31AaqxNPsuI5nRHqWu
2015-08-04,BART,BART_071,NEON.PLA.D01.BART.04103,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.03201,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
2015-08-05,BART,BART_071,NEON.PLA.D01.BART.03572,FAGR,Fagus grandifolia Ehrh.,jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf
2015-08-13,BART,BART_046,NEON.PLA.D01.BART.04480,FAGR,Fagus grandifolia Ehrh.,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU
